"name","cas","dcb","code","pharmacy"
esfoliante murumuru,,,"10578",c
esmalte base,,,"60723",a
esofago homeo,,,"6780",b
esomeprazol magnesio,"217087097","03528","5574",b
esomeprazol pellets,,,"1271",b
"esomeprazol pellets feq 1,11","217087097","10636","6594",c
espatula branca 47mm,,,"11055",c
espatula creme 4cm,,,"1703",b
"espatula creme 5,5cm",,,"9125",b
espatula grande p/ creme 12cm,,,"6563",a
espatula pequena p/ creme 5 cm,,,"53399",a
espinheira santa,,"10877","40270",a
espinheira santa,,,"59432",b
espinheira santa cha,,,"74378",b
espinheira santa ext seco,,,"6880",c
espinheira santa tm,,,"9202",b
espironolactona,"52017","03561","52693",a
espironolactona,,"03561","6587",c
espironolactona *,,,"52693",b
espirulina,,,"6887",c
espuma de limpeza,,,"3132",b
espuma micelar vegan,,,"11639",c
espumax,,,"4248",c
espumax,,,"3133",b
espumil,,,"5432",b
espumil,,,"62460",a
espumil,,,"4237",c
ess alfazema,,,"13014",a
ess alfazema pk003,,,"47491",b
ess algas,,,"36010",a
ess algas marinha 6804,,,"61268",b
ess anber romance,,,"3561",b
ess baby line pk0021,,,"47946",b
ess bambu,,,"15024",b
ess baunilha,,,"12932",b
ess bergamota,,,"52735",b
ess botanico,,,"1524",b
ess camomila,,,"3502",a
ess campos de algodao,,,"14774",b
ess castanha do para,,,"2985",b
ess cha verde,,,"2043",b
ess cha verde acabou,,,"3503",a
ess citrica flor pk111,,,"4352",b
ess dama da noite 31/07/2021,,,"13013",a
ess dove,,,"12038",a
ess dove,,,"3235",b
ess erva doce,,,"5964",a
ess erva doce e alecrim,,,"5964",b
ess flor de ameixa,,,"12394",b
ess flor de cerejeira,,,"5697",b
ess flor de laranjeira,,,"10477",c
ess fps,,,"2986",b
ess herbacitrus,,,"15447",b
ess herbal,,,"1014",b
ess johnson,,,"1015",b
ess lavanda,,,"60823",b
ess lavanda,,,"36001",a
ess maÇa verde,,,"13012",a
ess maca verde 042,,,"49657",b
ess mamae bebe acabou,,,"4319",a
ess melissa 063,,,"60227",b
ess menta alim 10138,,,"74688",b
ess menta alim 460,,,"11708",b
ess naty,,,"13010",a
ess nivea,,,"71780",b
ess pera,,,"35950",a
ess pera,,,"2863",b
ess pessego,,,"53326",b
ess pitanga maca,,,"3260",b
ess pitanga topico,,,"32020",a
ess poesia supreme,,,"10383",b
ess rosas com algodao,,,"14393",b
ess rosas e orvalho,,,"14304",b
ess sunshine,,,"14150",b
ess sweet bikini,,,"15053",b
ess vanilla topico acabou,,,"7760",a
ess verbena,,,"12806",a
ess verbena,,,"8274",b
ess violeta,,,"13011",a
ess wonderful,,,"13143",b
essen camomila,,,"5097",b
essen herbal,,,"5099",b
essencia alecrim c/eucalipto,,,"4060",c
essencia algodao c/rosas,,,"4169",c
essencia anti aging,,,"10575",c
essencia black,,,"10585",c
essencia camomila,,,"5098",b
essencia castanha,,,"7011",c
essencia champ pessego,,,"1297",b
essencia flor de ameixa,,,"10573",c
essencia flor de cerejeira,,,"4059",c
essencia flor de laranjeira,,,"12393",b
essencia giovana baby,,,"11933",c
essencia herbal,,,"4225",c
essencia mosaic levibelle,,,"4152",c
essencia pera,,,"5561",c
essencia sensive,,,"10586",c
essencia showter,,,"4178",c
essencia top line,,,"10587",c
essencia wonderful,,,"9291",c
essenskin,,,"8373",a
essenskin,,,"8019",b
estanozolol,"10418038","03572","6688",c
estanozolol,,"03572","3304",b
estearato de octila,,,"1431",b
estearato magnesio,,,"52760",b
estearato magnesio,"557040","03577","52760",a
estojo de pastilhas azul,,,"12842",a
estolato eritromicina,"3521628","03494","52670",a
estomago homeo,,,"6680",b
estradiol 1/10 uso interno,,,"15117",b
estradiol 1/100 interno,,,"8289",b
estradiol 17  valerato,,,"61438",b
estradiol base,"50282","03595","36804",a
estradiol dil 1/10 externo,,,"4027",b
estradiol valerato,,"03612","4149",c
estriol,,,"61440",b
estriol 1/10 uso interno,,,"15116",b
estriol dil 1/10 p/ uso exter,,,"5092",b
estriol dil 1/100 uso interno,,,"4031",b
estriol micronizado,,,"7099",c
estriol mp,"50271","09436","61440",a
estrogenos  conjugados 29/08/2,"12126599","09380","61451",a
estrogenos conjugados,,,"6446",c
estrogenos conjugados puro,,,"61451",b
eter,,,"58014",b
eter  (pf) policia d2,"60297","03663","58014",a
eter etilico,,,"5053",c
ethilicum homeo,,,"9803",b
etilicum homeo,,,"8173",b
eucalipto tm,,,"7800",b
eucalyptus floral (mg),,,"6788",b
eucalyptus globulus homeo,,,"9846",b
eucalyptus globulus tm,,,"7858",b
eugenia jambolana homeo,,,"7536",b
eupatorium aromaticum homeo,,,"7309",b
eupatorium connatum homeo,,,"7312",b
eupatorium perfoliatum ho,,,"4450",c
eupatorium perfoliatum homeo,,,"7315",b
euphorbia resinifera homeo,,,"8489",b
euphorbium homeo,,,"7538",b
euphorbium officinarum ho,,,"11084",c
euphrasia officinalis tm,,,"7935",b
even skin,,,"5891",b
evening primrose floral (cal),,,"7816",b
evenskin a3,,,"5513",b
evermat,,,"11209",b
evnolmax (active pharmaceutica,,,"14292",b
evodia,,,"5807",b
evodia,,,"4582",a
evodia $,,,"4319",c
evoelle,,,"11570",b
exc p sublingual ortofarma,,,"13404",b
exc sem aerosil p cap vegetal,,,"2890",b
excip higroscopico,,,"5665",c
excip sache s/ sabor,,,"8571",c
excipiente  4,,,"1481",b
excipiente 1,,,"1499",b
excipiente 2,,,"1497",b
excipiente 3,,,"1496",b
excipiente higroscopico nosso,,,"13917",b
excipiente liberacao lenta,,,"13590",b
excipiente liberacao lenta,,,"5799",b
excipiente p. ativos higroscop,,,"5798",b
excipiente p/gincobiloba,,,"1498",b
excipiente padrao,,,"5765",c
excipiente para fluoxetina,,,"5525",b
excipiente para orlistat,,,"10939",b
excipiente para sublingual,,,"5537",b
excipiente para t3 e t4,,,"5527",b
excipiente para tapiocaps,,,"13485",a
exemestane,,,"6261",c
exemestano,,,"5943",b
exo-p (aqia),,,"12471",b
exselen,,,"5601",b
exselen seleniometionina,,,"6696",c
exselen sob enc.,,,"7012",a
exsynutriment,,,"4119",c
exsynutriment,,,"24010",a
exsynutriment,,,"1210",b
ext de beringela,,,"77094",b
ext fl barbatimao,,,"1403",b
ext fl cavalinha,,,"88389",b
ext fl fucus,,,"13407",b
ext fl guassatonga,,,"53375",b
ext fl hamamelis,,,"52991",b
ext fl jaborandi,,,"74652",b
ext fl mentha piperita,,,"5716",a
ext fluido berberina,,,"13982",b
ext fluido de ginco biloba,,,"13693",b
ext fluido portulaca,,,"5420",b
ext fluido sucupira,,,"12074",b
ext gl calendula,"84776238","09897","5142",a
ext gl camomila acabou,,,"20175",a
ext gl castanha da india,,,"3532",a
ext gl cent asiatica,,,"71705",a
ext gl erva doce,,,"3547",a
ext gl germe de trigo,,,"2171",b
ext gl gincobiloba,,,"76053",b
ext gl ginkgo biloba,,,"3559",a
ext gl green tea sob enc,"84650602",,"3563",a
ext gl hamamelis,,,"3570",a
ext gl pitanga,,,"13694",b
ext gl propolis,"85665414",,"3577",a
ext gl roma acabou,,,"10112",a
ext glic aÇai (mapric),,,"13568",b
ext glic aveia,,,"13172",b
ext glic babosa,,,"70154",a
ext glic cavalimha,,,"76247",b
ext glic confrei,,,"76181",b
ext glic de hortela,,,"11715",c
ext glic guassatonga,,,"1243",b
ext glic hera,,,"76235",b
ext glic hibiscus,,,"5284",b
ext glic orquidia,,,"12438",b
ext glic propolis,,,"8292",b
ext glic roma,,,"3420",b
ext glico jaborandi,,,"57290",b
ext glicol alecrim,,,"66163",b
ext glicol algas,,,"69814",b
ext glicol aloe vera,,,"4390",c
ext glicol arnica,,,"18272",b
ext glicol babosa,,,"70154",b
ext glicol calendula,,,"267",b
ext glicol calendula,,,"7059",c
ext glicol camomila,,,"20175",b
ext glicol camomila,,,"4413",c
ext glicol cast india,,,"71699",b
ext glicol castanha da india,,,"5506",c
ext glicol cent asiat,,,"71705",b
ext glicol centella asiatica,,,"4008",c
ext glicol cha verde,,,"2222",b
ext glicol hamamelis,,,"71687",b
ext glicol malva,,,"2224",b
ext glicolico barbatimao,,,"14303",b
ext glicolico de aveia,,,"11617",c
ext glicolico de morango,,,"9143",c
ext glicolico de verbena,,,"11616",c
ext laranja glicolico,,,"2328",b
ext maracuja,,,"2339",b
ext seco alcachofra,,,"59584",b
ext seco casc sagrada,,,"64932",b
ext seco gengibre,,,"2318",b
ext seco guacatonga( consulatr,,,"8273",b
ext tangerina,,,"2333",b
ext tepescohuite,,,"68913",b
extr gl algas marinhas,,,"3395",a
extr. de semente algodoeiro tm,,,"7823",b
extrato glicolico aloe vera,,,"7814",b
extseco crataeus,,,"2753",b
eye 3d,,,"9714",c
eye contour complex,,,"6819",c
eye contour complex n,,,"76417",b
eyeseryl sob enc,"820959179",,"12130",a
eyseril,,,"2219",b
ezetimibe,,,"2168",b
ezetimibe,"163222331","03779","37999",a
ezetimibe,,"03779","6699",c
"ezomeprazol pellets 8,5%","217087097","10636","1303",a
ezomeprazol po,,,"1304",a
fairy lantern floral (cal),,,"6957",b
famotidina,,,"66801",b
famotidina,"76824356","03785","66801",a
famotidina **,,"03785","5678",c
faringe homeo,,,"7533",b
farinha de abobora,,,"6270",c
farinha de maracuja po **,,,"6401",c
faseolamina,,,"81115",b
faseolamina,,,"9598",a
faseolamina,"00000",,"7071",c
fat redux,,,"8943",c
fator afgf,"106096928",,"40359",a
fator bfgf,"106096939",,"40556",a
fator crescimento afgf,,,"5623",c
fator crescimento egf,,,"4019",c
fator crescimento igf,,,"5347",c
fator crescimento tgf,,,"5646",c
fator crescimento vegf,,,"4161",c
fator de crescimento bfgf,,,"4018",c
fator egf,,,"5292",b
fator egf,,,"40533",a
fator idp2,,,"4272",b
fator igf,"7733291",,"40357",a
fator tgf,,,"4274",b
fator tgf b3,,,"40416",a
fator vegf,,,"40412",a
fawn lily floral (cal),,,"6955",b
feminalis floral (mg),,,"6789",b
femini care,,,"14893",b
fenilalanina,,,"53545",b
fenilalanina l,"63912","03919","53545",a
fenilbutazona,,,"53557",b
fenilbutazona,"50339","03920","53557",a
feniletilamina,,,"5693",b
feniletilamina hcl acabou,"156285",,"6861",a
fenobarbital,,"03960","5650",c
fenobarbital homeo,,,"13733",b
fenofibrato,,,"2663",b
fenofibrato,"49562289","03967","6565",a
fenofibrato,,"03967","6664",c
fenogrego,,,"6799",c
fenolftaleina homeo,,,"13969",b
fensebiome,,,"9616",c
fensebiome(galena),,,"12836",b
fentolamina,,,"10423",b
fenulife conc,,,"4278",b
fenulife ext seco,,,"1307",a
ferro glicina,,,"12440",b
ferro quelado,,,"12440",a
ferro quelato 20%,,,"7132",c
ferro taste free 19%,,,"77033",b
ferrum iodatum homeo,,,"6019",b
ferrum metallicum homeo,,,"7840",b
ferrum muriaticum homeo,,,"6020",b
ferrum phosphoricum ho,,,"4240",c
ferrum phosphoricum homeo,,,"4337",b
ferrum picrinicum homeo,,,"6328",b
ferrum sidereum homeo,,,"6330",b
ferrum sulphuricum homeo,,,"6021",b
fexofenadina,,,"5674",b
fiber ag,,,"12809",a
fibramil (biovital)nao tem,,,"10779",b
fibregum,,,"5625",c
fibregum b,,,"8498",b
fibregum b (galena),,"09704","10231",a
fibrex (vital),,,"11433",a
ficus floral (mg),,,"6790",b
ficus krakatoa floral (mg),,,"6791",b
fiflow,,,"10336",b
figado total homeo,,,"6338",b
filaree floral (cal),,,"7843",b
filme laminado liso 160mm,,,"11069",c
filme orodispersivel,,,"12651",b
filmexel,,,"10985",c
filmexel,,,"11932",b
finasterida,,,"5447",c
finasteride dil 1/10,,,"4037",b
finasteride mp,"98319267","04055","1421",a
finasteride puro,,,"65298",b
finasteride uso topico,,,"3242",b
fireweed (ala),,,"12542",b
fireweed floral (cal),,,"6959",b
fisetin,,,"5709",b
fita ph,,,"10125",b
fitalite,,,"10166",b
fitalite,,,"6552",c
fitalite (base p/cilios sob en,,,"9548",a
fitase,"9001892",,"8490",a
fitnox,,,"5463",c
fitnox (em falta),,,"12503",b
five corner floral (aus),,,"7235",b
five flower remedy (rescue),,,"6754",b
flaconete 10ml,,,"3961",c
flaconete 5ml,,,"10658",c
flaconete 5ml vd,,,"10914",c
"flaconete vidro 4,5ml ambar",,,"8614",b
flaconetes pl 5ml nat,,,"54483",b
flannel flower f. (aus),,,"7829",b
flav po leite condensado vet,,,"11768",c
flavorizante figado liquido,,,"11588",c
flavorizante franfo liquido,,,"11586",c
flavorizante laranje po,,,"5608",b
flavorizante liquido chocolate,,,"9803",c
flavorizante morango em pó,,,"11263",b
flavorizante po bacon vet,,,"11765",c
flavorizante po frango vet,,,"11766",c
flavorizante po picanha vet,,,"11767",c
flavorizante tangerina em pó,,,"11264",b
flor branca floral (sg),,,"3831",b
floracia,,,"11114",b
fluconazol,"86386734","04109","31550",a
fluconazol,,"04109","6800",c
fludrocortisona 1/100,,,"9993",b
fludrocortisona acetato,,,"6792",c
fludrocortisona acetato,,,"12398",a
flufenazina,"146565","04125","66000",b
flufenazina diluida 1/100,,,"3932",b
flufenazina hcl,"146565","04125","66000",a
flunarizina,,,"61499",b
flunarizina hcl sob enc,"30484776","04150","61499",a
fluocinolona acetonida,"67732","04159","53880",a
fluocinolona acetonido,,,"53880",b
fluocinolona acetonido,,,"7000",c
fluocinolona dil 1/100,,,"4038",b
fluocinolona dil para supos,,,"12715",b
fluocinolona topico,,,"4363",a
fluoconazol,,,"68676",b
fluoreto sodio,"7681494","04170","53600",a
fluoreto sodio,,,"53600",b
fluoro uracil 5,,,"67714",b
"fluoxetina clor 1,12","59333674","04177","6325",c
fluoxetina hcl,"56296787","04177","67301",a
fluoxetina homeo,,,"8792",b
fluoxetine,,"04177","67301",b
flutamida *,,,"115",b
fluvoxamina,,"04235","10707",b
fo-ti,,,"9111",c
focum floral (sg),,,"3834",b
foeniculum,,,"3481",b
foeniculum floral (mg),,,"6792",b
foeniculum vulg tm,,,"9201",b
foeniculum vulgare tm,,,"8181",b
foenum graecum tm,,,"13967",b
folha de oliveira po,,,"9215",c
foliculinum homeo,,,"14892",b
foliculo piloso homeo,,,"7448",b
folicusan,,,"1196",b
folicusan,,,"23082",a
folinato calcio 20/07/2021,"1492188","00197","1817",a
folliculinum homeo,,,"7865",b
follicusan,,,"6693",c
fomblim hc/r,"69991679",,"35774",a
fomblin hc/ r,,,"68070",b
fomblin hc/25,,,"6589",c
force 02,,,"13628",b
forget-me-not floral (cal),,,"6961",b
"forma gomas 15,90g",,,"43088",a
"forma ovulo 3,9g",,,"42469",a
forma para ovulo,,,"10213",c
forma supositorio,,,"15055",b
formica rufa 4ch,,,"7884",b
formica rufa ho,,,"11152",c
formol,"50000","04260","53612",a
formol,,,"7030",c
formol *,,,"53612",b
formol homeo,,,"13477",b
formula do aprendizado-  mg,,,"6794",b
formula do exame f. (mg),,,"6795",b
fortificata floral (mg),,,"6797",b
fos,,,"6637",c
fosf de sodio mono anidro,,"00212","6645",c
fosfatidil colina,,,"654",b
fosfatidil serina,,,"72059",b
fosfatidilcolina,"8002435","05187","3858",a
fosfatidilcolina 40%,,,"6578",c
fosfatidilserina 01/6/21,,"04276","3404",a
fosfatidilserina 50%,,"04276","6537",c
fosfato calcio tribasi,"12167747","00203","20658",a
fosfato codeina,"6059478","02545","75656",b
fosfato de calcio **,,"00203","7093",c
fosfato de calcio bi basico,,,"1988",b
fosfato de oseltamivir,"204255118","06651","14275",b
fosfato de potassio,,"00206","5876",c
fosfato de potassio monobasico,,,"13181",a
fosfato de sodio dibasico,,"00207","5441",c
fosfato monob potassio,,,"73003",b
fosfato sodio dibasico anidro,,,"53648",b
fosfato sodio mon. anidr,,,"8511",a
fosfato tricalcico,,,"53650",b
fosfolipideo caviar sob enc,,,"1311",a
fosfolipideos de caviar (oral),,,"7078",c
fosfolipidio de caviar,,,"5102",b
fosforo bisglicinato 20%,,,"14120",b
fosforo quelado,,,"96",a
fosforo quelato 20%,,,"6987",c
foskollin,,,"1109",b
four slim,,,"14836",b
four slim,,,"10287",c
fourslim acabou,,,"13157",a
fps 15 serum,,,"1492",b
fps 30 fitro fisico,,,"9852",b
fps 30 hidrossoluvel gel,,,"9410",b
fps 30 led,,,"5413",b
fps 30 vitalgreen,,,"8265",b
fps 40 gel toque seco,,,"2406",b
fps 50   pronto,,,"37285",a
fps 50 led,,,"5667",b
fps 50 vitalgreen,,,"12391",b
fps hidrossoluvel,,,"28230",b
fr   55 ml,,,"53892",b
fr  120 ml tipo xampu,,,"5873",a
fr  135 ml,,,"53739",b
fr  140 ml tipo xampu,,,"6953",a
fr  150 ml,,,"4790",b
fr  200 ml,,,"53752",b
fr  260 ml,,,"5290",b
fr  300  ml tipo xampu,,,"10960",a
fr  350 ml tipo xampu,,,"32054",a
fr  500 ml,,,"53776",b
fr  500 ml tipo xampu,,,"5290",a
fr  p/ cílios curve 12ml,,,"9404",c
fr 1.000 ml tipo xampu,,,"6576",a
fr 1000 ml,,,"53788",b
fr 120ml leitoso c/est,,,"5873",b
fr acinturado 250ml,,,"9413",c
fr acinturado 500ml,,,"9412",c
fr aerosol spray 200ml,,,"12059",c
fr airless finesse rose 30,,,"14513",b
fr airless finesse rose 50ml,,,"14514",b
fr airless splendor black 30ml,,,"14952",b
fr airless splendor black 50ml,,,"14954",b
fr aplicador cilios fagron,,,"7482",a
fr aplicador trichooil 5ml,,,"8512",c
fr c/ valv  pet cristal 1000ml,,,"10233",c
fr c/ valv pet cristal 250ml,,,"10231",c
fr c/ valv pet cristal 500ml,,,"10232",c
fr conta gotas dourado 100ml,,,"9407",c
fr contas gota dourado 60ml,,,"9406",c
fr cosmetico pump  15 ml,,,"2998",a
fr cosmetico pump  30 ml,,,"42410",a
fr delinedor 5ml,,,"9405",c
fr espumador 150 ml,,,"24292",a
fr espumador 50ml,,,"9879",c
fr face touch 10/15ml,,,"8458",c
fr finesse rose30ml,,,"11603",c
fr gel transdermico 30 g airle,,,"53739",a
fr gotejador 10ml branco,,,"4899",c
fr gotejador 110ml branco,,,"4260",c
fr gotejador 200 ml branco,,,"5505",c
fr gotejador 30 ml branco,,,"6031",c
fr gotejador 60ml branco,,,"5699",c
fr gotejador atica ambar 10ml,,,"10929",c
fr gotejador atica ambar 20ml,,,"10930",c
fr gotejador atica ambar 30ml,,,"10932",c
fr gotejador atica branco 30ml,,,"5374",c
fr latanoprosta 100ml,,,"4207",c
fr leitoso branco 1000ml,,,"4824",c
fr leitoso branco 250ml,,,"5275",c
fr leitoso branco 500ml,,,"4213",c
fr onix 120ml,,,"12140",c
fr p/ gloss 10ml,,,"9496",c
fr pet ambar   30 ml r 28 mm,,,"6495",a
fr pet ambar   60 ml r 24 mm,,,"6497",a
fr pet ambar  150 ml r 24 mm,,,"62653",a
fr pet ambar  150 ml r 28 mm,,,"10532",a
fr pet ambar  200 ml r 28 mm,,,"8112",a
fr pet ambar  250 ml r 28 mm,,,"6362",a
fr pet ambar  500 ml r 28 mm,,,"62652",a
fr pet ambar 1000ml,,,"10487",c
fr pet branco 60ml spray,,,"10596",c
fr pump comum 100 ml,,,"4164",c
fr pump comum 30ml,,,"5610",c
fr pump comum 50ml,,,"6088",c
fr pump cristal 15ml,,,"4453",c
fr pump cristal 30ml,,,"9410",c
fr pump cristal 50ml,,,"9411",c
fr pump hormonio 30ml,,,"8509",c
fr pump p/ serum 15g prata,,,"10092",c
fr pump p/ serum 15g rose,,,"12138",c
fr pump p/ serum 30g prata,,,"11957",c
fr pump p/ serum 30g rose,,,"12139",c
fr pump para calda 30ml,,,"9075",c
fr pump para calda 50ml,,,"9076",c
fr sab italia 250ml cristal,,,"14604",b
fr shampoo 120ml branco,,,"5741",c
fr shampoo 200ml branco,,,"5123",c
fr shampoo 300ml,,,"6242",c
fr shampoo 500 ml branco,,,"6069",c
fr slim massagem 150g,,,"8508",c
fr soft lips,,,"8515",c
fr spray 100ml,,,"6072",c
fr spray nasal 30 ml,,,"5090",c
fr spray quartzo azul 100ml,,,"14516",b
fr spray quartzo azul 60ml,,,"14517",b
fr spray quartzo rosa 100ml,,,"14518",b
fr spray quartzo rosa 60ml,,,"14519",b
fr spray/sabonet 120ml cristal,,,"11734",c
fr tipo spray 120 ml,,,"9314",a
fr tonico/agua micelar 100ml,,,"8953",c
fr tonico/agua micelar 150ml,,,"8957",c
fr trapezio 140ml,,,"9416",c
fr uni control branco 30ml,,,"12297",b
fr valvula espumadora 100ml,,,"8239",a
fragaria floral (mg),,,"6799",b
frasco 100ml c/ta e ba,,,"12105",b
frasco 10ml c/tpa e ba,,,"71869",b
frasco 10ml c/valvula,,,"68652",b
frasco 200ml ra tpa ba,,,"70038",b
frasco 240ml agata,,,"68603",b
frasco 30ml c/valvula,,,"68627",b
frasco 60ml ra,,,"70014",b
frasco ambar 100ml,,,"8415",b
frasco ambar 10ml,,,"9534",b
frasco ambar 200ml,,,"8617",b
frasco ambar 20ml,,,"8413",b
frasco ambar 250ml,,,"8417",b
frasco ambar 30ml r,,,"8414",b
frasco ambar 3oml (b),,,"8750",b
